word,freq,freq_scaled
pulp,4303,0.4807116737598081
belle,2290,0.4444726936422119
muss,814,0.3850465524939624
wharf,494,0.35635318432046675
yak,766,0.38155467345269267
ski,12349,0.5412820398293624
pore,417,0.3466178436963877
crack,9521,0.5263399848527809
fat,29358,0.5910356109104726
garb,489,0.3557687151449691
sped,795,0.38368961724503203
wore,5576,0.49560110291264026
hag,4028,0.4769173468064351
sweat,5088,0.4903391798442932
cave,7509,0.5127008231196204
run,223340,0.7076148716802373
flight,30147,0.59255927901607
haste,778,0.3824477405196633
glance,3359,0.4664823819480895
brig,746,0.3800346688070893
stole,3728,0.4724706086151095
plight,1349,0.41406933455982997
grave,7529,0.5128536435966559
squeak,518,0.3590787305177745
freak,4225,0.4796606781507158
shelf,5671,0.4965716991843186
frill,2,0.03982326329463344
rout,306,0.32883613018545466
creche,2,0.03982326329463344
drank,2226,0.44284416088834455
bind,6802,0.5070195652655412
sell,77275,0.6466387650475393
gird,148,0.2871039595898229
rude,7348,0.5114555829169491
bruise,458,0.3520059397683059
mouth,34159,0.5997374739012344
knock,6914,0.5079578649685985
dove,2715,0.45425347028273344
scuff,327,0.33264956537054163
thrash,1139,0.4043475759344724
cramp,55,0.2302326100726791
ship,51301,0.6231026270236615
shrill,481,0.35482101820200784
must,306096,0.7257242032798241
broil,115,0.27260975267955156
fresh,15599,0.5547048421147278
hath,2089,0.43919471322348924
tour,23495,0.5782364172389629
twelve,6795,0.5069604095978497
grasp,5767,0.4975361336421654
gleam,453,0.3513752767456044
lame,7595,0.5133550864009143
bluff,1103,0.4025023667772907
snow,20211,0.5695862842568041
flint,1670,0.4263332172974488
bike,22529,0.575824302668317
cast,24387,0.5803772571827991
bomb,15379,0.5538887898269408
stem,3581,0.4701592926437282
shack,4310,0.4808050604682297
crisp,2039,0.4378028616160504
mave,260269,0.716406328017935
quart,1101,0.40239809664981874
nook,239,0.31463829915004743
slow,43721,0.6139169712442938
tord,260269,0.716406328017935
oops,7765,0.5146268805399902
main,260269,0.716406328017935
seize,1927,0.4345570584283913
scrim,2,0.03982326329463344
throw,28291,0.5889086298639847
bulge,1266,0.41042100818883953
cry,13254,0.5453453509405609
join,43731,0.6139301105263496
torn,4162,0.4787975337557148
glaze,506,0.35773211829905194
ball,38504,0.6066166474469002
seam,1087,0.4016628585148027
dat,260269,0.716406328017935
cowl,336,0.3342094663794581
mulch,353,0.33704515951732567
cause,79707,0.6484190513115988
sludge,647,0.37185457554878354
tail,11269,0.5360239863382952
found,199983,0.701268465439691
dearth,379,0.3411282253581454
cube,5030,0.48968049229356475
slim,3709,0.4721770477599687
bounce,4234,0.47978293269979133
shim,480,0.3547014493254125
dang,2,0.03982326329463344
lip,3325,0.46589787779477865
poke,2585,0.4514344644064732
slice,3519,0.4691558656964667
elm,4552,0.483943638906558
latch,1281,0.41109772772600445
nest,2560,0.450876123525607
blown,55,0.2302326100726791
turn,260269,0.716406328017935
ninth,1916,0.43422815767632555
stench,981,0.3957679443488809
bell,24817,0.5813814577952962
loud,11933,0.5393132799499861
text,124117,0.673863026138007
cure,8517,0.5199376880413913
tramp,658,0.3728231518510127
pat,17027,0.5597373366578338
bulk,7030,0.5089137859934769
list,317098,0.7277529829400483
fringe,2337,0.44563991889731785
quest,10061,0.5295094663207178
warm,21020,0.5718411556430547
arm,20429,0.5702026639746253
sash,309,0.32939664999206186
pus,316,0.330683647075565
wrap,5975,0.4995718068978595
nil,4760,0.48651068691453425
third,58368,0.6305173477490551
serve,27119,0.5864778500615219
siege,1741,0.4287253250708934
woke,3225,0.46414345675904245
whore,2887,0.4577825644503978
lose,260269,0.716406328017935
sax,1525,0.42111482227289226
knoll,532,0.3606108966362334
pyre,148,0.2871039595898229
leash,2004,0.4368081056965154
vine,1243,0.409367638735553
thread,55,0.2302326100726791
frank,34025,0.5995116529347282
step,43958,0.6142275667702718
blight,1973,0.4359124186805319
gown,55,0.2302326100726791
free,244069,0.7127141372284723
tread,3381,0.4668574462291549
gaze,2490,0.44928326993507756
snare,1014,0.39766881267587645
puke,1279,0.41100795766951076
slough,364,0.33880814601330383
this,3251991,0.8614923473310273
piss,6981,0.5085119303263175
spoof,723,0.3782354544363222
flu,1524,0.42107713593210694
kin,1681,0.4267104081891943
loop,16307,0.5572550381994459
shook,4215,0.47952453395319944
snoop,778,0.3824477405196633
term,58016,0.6301698179188934
lope,82,0.2531784673892306
trite,557,0.36324923091185596
clothe,216,0.3088249268189181
sleep,25608,0.5831840918970631
rime,929,0.39263884976071384
could,544758,0.7588424749436796
meat,260269,0.716406328017935
grade,14836,0.5518235743492356
jolt,819,0.3853983773807155
choice,65534,0.6371704593663218
swept,2029,0.4375203987832438
blond,3230,0.4642324619270637
sixth,4470,0.48289924490557273
cord,55,0.2302326100726791
tense,2807,0.456168047968696
please,580706,0.762513879644638
lash,55,0.2302326100726791
tide,3979,0.4762141562125367
spot,19105,0.5663530156904536
norm,6409,0.5036003503848853
claim,56599,0.6287491522042757
skin,24975,0.5817460776833858
boose,260269,0.716406328017935
price,153718,0.6861519029576195
wail,438,0.3494406554288399
frappe,62,0.2371155273764715
laze,40,0.21193654375780635
goon,635,0.37077898423840683
broad,55,0.2302326100726791
bad,153582,0.6861010498197239
strand,16262,0.5570962750353189
swim,5118,0.4906769399262385
scent,2431,0.44790555033436763
rove,41,0.21335520409459716
den,18871,0.5656449826656892
thrust,5246,0.4920961478526048
tash,55,0.2302326100726791
