index,word,freq,freq_scaled
2593,yore,385,0.3420306442952642
2594,york,2,0.03982326329463344
2595,young,66851,0.6383136080027535
2596,your,1711895,0.8246267956838792
2597,youth,14086,0.5488431939524347
2598,zeal,702,0.376541985431103
2599,zen,2,0.03982326329463344
2600,zest,290,0.32575067341783015
2602,zing,222,0.31039907527352867
2603,zip,16638,0.5584095396298487
2604,zone,17302,0.5606578333050974
2605,zounds,2,0.03982326329463344
2606,dork,2,0.03982326329463344
2607,bilge,325,0.33229709294926396
2608,muss,814,0.3850465524939624
2609,fiche,2,0.03982326329463344
2610,tog,2,0.03982326329463344
2611,rime,929,0.39263884976071384
2612,laze,40,0.21193654375780635
2613,runt,266,0.3207876333416
2614,souse,2,0.03982326329463344
2615,git,2,0.03982326329463344
2617,rend,236,0.31391256961234887
2618,squaw,357,0.33769252213506706
2619,rheum,2,0.03982326329463344
2621,clod,194,0.30265333013068396
2622,manse,2,0.03982326329463344
2623,zit,2,0.03982326329463344
2624,chive,15,0.1555851328522453
2625,retch,291,0.32594844581438975
2626,phage,2,0.03982326329463344
2627,gunk,425,0.3477096166819549
2628,hasp,2,0.03982326329463344
2629,sprig,55,0.2302326100726791
2630,bleat,130,0.2796536023699913
2631,shoal,102,0.26571775120711544
2632,yawl,32,0.1991163164731672
2633,whelp,2829,0.4566165818785819
2634,nape,177,0.2973844220014212
2635,cud,935,0.3930087190068218
2636,scrim,2,0.03982326329463344
2637,crag,137,0.28266680051349247
2638,wretch,155,0.2897590179557441
2639,thwack,130,0.2796536023699913
2640,jape,2,0.03982326329463344
2641,clove,513,0.35852147275939916
2643,frappe,62,0.2371155273764715
2644,veldt,2,0.03982326329463344
2645,letch,2,0.03982326329463344
2646,tyme,2,0.03982326329463344
